Species,Model,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,range.size,n.cells,nwidth_mcp,nwidth_kd,sd.elev,sp.dist.equal.mean,median.long,median.lat
Erysimum rhaeticum,ESM70.bin,1,3,171700,16.71208877,2.92E-06,4200,0.004087989,2.530120482,0.13616897,57233.33333,72853.16282,2400,139900,1.329,0.046263609,0.032712731,0.021443888,0.083333333,1.495,0.501697798,1,2,1.065327204,0.056519026,1.00524487,1.117436109,131500,0.127992992,43833.33333,58775.87374,800,110800,0.884742042,96.21008654,0.980633684,51.63604575,19896.95347,0.977418527,1027400,10274,519,803,787.4059752,160.1570417,8.68,45.825
Erysimum rhaeticum,SDM70.bin,1,26,1374800,34.15821904,6.46E-06,36600,0.00909362,7.787234043,0.212010535,52876.92308,166704.7361,1100,853300,1.483,0.056227431,0.026290323,0.020180476,0.145454545,1.506,0.772051728,1,4.654054054,1.063134539,0.059776667,1.001800161,1.225395656,1026000,0.254919499,39461.53846,133894.9262,0,683600,0.875196072,94.1491508,0.952623236,21.10739329,190682.0016,0.986507817,4024800,40248,519,803,787.4059752,160.1570417,8.68,45.825
Erysimum rhaeticum,SDM.bin,1,5,163500,35.8946213,1.10E-05,3780,0.008298573,2.333333333,0.333260154,32700,66598.64863,900,151800,1.202,0.086107159,0.057531983,0.01831357,0.177777778,1.314,0.325360267,1,1.782051282,1.054187726,0.046936825,1.001036525,1.097022094,128400,0.281888035,25680,55190.86881,0,124400,0.890719861,96.61335842,0.888722083,8.986508991,50687.09111,0.981402043,455500,4555,519,803,787.4059752,160.1570417,8.68,45.825
Erysimum rhaeticum,Occurrence,1,1,106300,66.77135678,6.28E-06,2720,0.017085427,2.060606061,0.667713568,106300,NA,106300,106300,NA,0.025587959,NA,0.025587959,0.025587959,2.086,NA,2.060606061,2.060606061,1.127022846,NA,1.127022846,1.127022846,80700,0.506909548,80700,NA,80700,80700,0.879752431,96.60194175,0.554158591,2.242950028,70977.95226,0.99424717,159200,1592,519,803,787.4059752,160.1570417,8.68,45.825
Erysimum sylvestre ssp. sylvestre,ESM70.bin,1,32,833900,17.580958,6.75E-06,26240,0.00553213,7.169398907,0.094408838,26059.375,78783.66811,2400,447800,1.482,0.059740132,0.017261768,0.018177758,0.088,1.36,0.496268112,1,3.037313433,1.051987881,0.051475444,1.001800161,1.170948569,589900,0.124367516,18434.375,64629.82738,800,367300,0.85414119,93.15550167,0.99048163,105.0600082,45147.5312,0.972467853,4743200,47432,557,653,643.8106601,119.3671934,14.03,46.265
Erysimum sylvestre ssp. sylvestre,SDM.bin,1,10,317700,26.54800702,8.36E-06,9140,0.00763767,4.044247788,0.213336676,31770,78645.43569,2100,255300,1.429,0.0621488,0.02328705,0.0217783,0.095238095,1.37,0.53707557,1,2.725490196,1.052596777,0.053083345,1.004749972,1.162561591,233000,0.194702097,23300,62738.25698,600,201700,0.865805315,94.48806281,0.954081637,21.77777962,54950.50556,0.979750808,1196700,11967,557,653,643.8106601,119.3671934,14.03,46.265
Erysimum sylvestre ssp. sylvestre,Occurrence,1,1,141700,57.74246129,4.07E-06,3180,0.012958435,2.092105263,0.577424613,141700,NA,141700,141700,NA,0.022441778,NA,0.022441778,0.022441778,2.112,NA,2.092105263,2.092105263,1.126056646,NA,1.126056646,1.126056646,111700,0.455175224,111700,NA,111700,111700,0.893752088,96.99057288,0.666580816,2.999227547,81821.06764,0.993489839,245400,2454,557,653,643.8106601,119.3671934,14.03,46.265
Erysimum sylvestre ssp. sylvestre,SDM70.bin,1,22,818900,15.29739221,4.11E-06,23440,0.004378689,6.475138122,0.069435104,37222.72727,79927.41309,2400,371700,1.432,0.054176037,0.022073492,0.018724778,0.088,1.461,0.525344976,1,2.852459016,1.063016407,0.056408444,1.001036525,1.175382539,596700,0.111466039,27122.72727,65285.00836,800,303000,0.866438746,93.88158301,0.99425483,174.0592446,30755.04558,0.972580601,5353200,53532,557,653,643.8106601,119.3671934,14.03,46.265
Erysimum sylvestre ssp. sylvestre,ESM.bin,1,20,940900,27.61261922,5.87E-06,24300,0.007131328,6.262886598,0.200821717,47045,150869.4433,2400,684300,1.497,0.061157494,0.019950598,0.017682303,0.083333333,1.476,0.697073447,1,3.644578313,1.059914031,0.063394016,1.001036525,1.19300028,711100,0.20868672,35555,124831.2312,800,564100,0.878700145,94.52290179,0.958941304,24.35537645,139907.507,0.984964082,3407500,34075,557,653,643.8106601,119.3671934,14.03,46.265
Erysimum transsilvanicum,SDM70.bin,1,5,44600,1.837962581,2.06E-06,2240,0.000923102,2.604651163,0.005975439,8920,5717.691842,1100,14500,1.111,0.069166007,0.043249336,0.04496124,0.145454545,1.24,0.111101284,1.071428571,1.36,1.047786756,0.01936244,1.01871143,1.071978696,24700,0.010178851,4940,3659.644792,0,8500,0.77689243,91.87279152,0.99991023,11139.59054,217.8356548,0.908066589,2426600,24266,100,166,353.5938721,356.9742515,24.77,45.815
Erysimum transsilvanicum,ESM.bin,1,1,53300,55.69487983,1.04E-05,2100,0.021943574,2.234042553,0.556948798,53300,NA,53300,53300,NA,0.039399625,NA,0.039399625,0.039399625,2.274,NA,2.234042553,2.234042553,1.150969448,NA,1.150969448,1.150969448,33600,0.351097179,33600,NA,33600,33600,0.820666097,94.30814524,0.689808036,3.223810144,29685.37095,0.988643497,95700,957,100,166,353.5938721,356.9742515,24.77,45.815
Erysimum transsilvanicum,Occurrence,1,1,46700,52.2956327,1.12E-05,1900,0.021276596,2.159090909,0.522956327,46700,NA,46700,46700,NA,0.040685225,NA,0.040685225,0.040685225,2.198,NA,2.159090909,2.159090909,1.146503301,NA,1.146503301,1.146503301,28500,0.319148936,28500,NA,28500,28500,0.815354713,94.26966292,0.72651668,3.656530132,24422.06047,0.986745705,89300,893,100,166,353.5938721,356.9742515,24.77,45.815
Erysimum transsilvanicum,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4743200,47432,100,166,353.5938721,356.9742515,24.77,45.815
Erysimum transsilvanicum,SDM.bin,1,1,46700,52.2956327,1.12E-05,1900,0.021276596,2.159090909,0.522956327,46700,NA,46700,46700,NA,0.040685225,NA,0.040685225,0.040685225,2.198,NA,2.159090909,2.159090909,1.146503301,NA,1.146503301,1.146503301,28500,0.319148936,28500,NA,28500,28500,0.815354713,94.26966292,0.72651668,3.656530132,24422.06047,0.986745705,89300,893,100,166,353.5938721,356.9742515,24.77,45.815
Erysimum witmannii,ESM.bin,1,5,439000,38.27375763,4.36E-06,7360,0.006416739,2.766917293,0.370095902,87800,188235.0791,800,424500,1.274,0.085831286,0.081125817,0.015029446,0.225,1.412,0.624623889,1,2.435114504,1.056397793,0.075008124,1.000390258,1.138933014,367300,0.320226678,73460,160411.6829,0,360400,0.919545256,97.28229444,0.862972981,7.29783078,157169.9913,0.991807547,1147000,11470,196,314,357.5341214,495.3223022,19.655,48.735
Erysimum witmannii,ESM70.bin,1,6,138500,32.32205368,1.40E-05,5080,0.011855309,3.386666667,0.179929988,23083.33333,29510.43318,600,77100,1.244,0.085251335,0.067800747,0.030609598,0.2,1.485,0.4022007,1,2.107142857,1.076843017,0.044433078,1.003452094,1.133955875,91800,0.214235706,15300,21066.84599,0,54300,0.832010582,93.3580705,0.958873278,24.31509117,17622.80047,0.965930976,428500,4285,196,314,357.5341214,495.3223022,19.655,48.735
Erysimum witmannii,SDM.bin,1,6,144100,32.2515667,1.34E-05,4620,0.010340197,3.039473684,0.207923008,24016.66667,35877.98304,1500,92900,1.317,0.06550044,0.031189784,0.022389666,0.106666667,1.376,0.37820356,1,1.714285714,1.057270581,0.05348134,1.001036525,1.1240289,102000,0.228290063,17000,28696.41093,300,73000,0.851590106,94.47612259,0.950423593,20.17088497,22150.73859,0.96637262,446800,4468,196,314,357.5341214,495.3223022,19.655,48.735
Erysimum witmannii,Occurrence,1,3,81200,38.88888889,1.44E-05,2740,0.013122605,2.403508772,0.321360153,27066.66667,34905.63469,3000,67100,1.38,0.053002958,0.023013521,0.028017884,0.073333333,1.446,0.404905572,1,1.807692308,1.065986439,0.056924578,1.001036525,1.107210057,55900,0.267720307,18633.33333,26312.41785,1200,48900,0.844406587,94.89470325,0.893695134,9.406907147,22196.45594,0.972921834,208800,2088,196,314,357.5341214,495.3223022,19.655,48.735
Erysimum witmannii,SDM70.bin,1,6,55800,1.701997865,1.83E-06,2920,0.000890651,3.041666667,0.005093793,9300,6077.170394,2500,16700,1.338,0.06062594,0.016789996,0.044444444,0.088,1.279,0.180797497,1.1,1.576923077,1.051642423,0.025966034,1.0243634,1.094913133,29200,0.008906512,4866.666667,3708.728443,700,8900,0.768621236,90.82397004,0.99993454,15276.52395,214.6103401,0.909604571,3278500,32785,196,314,357.5341214,495.3223022,19.655,48.735
Fagus sylvatica,ESM70.bin,1,10,4375100,66.85870595,1.53E-06,51040,0.007799749,6.090692124,0.559216357,437510,1139249.69,3300,3659400,1.386,0.046104145,0.025128684,0.009815817,0.078787879,1.928,1.103303695,1.083333333,4.689295039,1.094910622,0.058339947,1.026716228,1.204641004,3867800,0.591063297,386780,1028586.031,1100,3298300,0.943322895,97.55061263,0.682514243,3.149747594,2077563.298,0.997130875,6543800,65438,1785,1795,448.4648381,184.2821819,12.435,47.63
Fagus sylvatica,ESM.bin,1,17,4344600,66.74758027,2.61E-06,43080,0.006618528,5.165467626,0.635258872,255564.7059,999722.4271,200,4134900,1.322,0.0640992,0.063005014,0.008096931,0.3,1.504,0.721986766,1,4.113022113,1.066093531,0.045189998,1.015659902,1.185746604,3921500,0.602473498,230676.4706,919505.3993,0,3798800,0.951620511,97.99132697,0.596350636,2.477397682,2627353.713,0.997694721,6509000,65090,1785,1795,448.4648381,184.2821819,12.435,47.63
Fagus sylvatica,SDM.bin,1,7,3848900,81.88626258,1.49E-06,30240,0.006433632,3.847328244,0.809565347,549842.8571,1435485.169,2400,3805200,1.348,0.054479037,0.025876516,0.007337328,0.083333333,1.508,0.93390016,1,3.570332481,1.050982752,0.058700292,1.00524487,1.16827809,3549500,0.755164564,507071.4286,1331314.373,800,3526200,0.961472799,98.53887837,0.344583619,1.525747645,3080653.616,0.999077511,4700300,47003,1785,1795,448.4648381,184.2821819,12.435,47.63
Fagus sylvatica,Occurrence,1,5,3309900,75.59092881,1.14E-06,30640,0.006997511,4.208791209,0.751981182,661980,1470619.719,1300,3292700,1.372,0.064800945,0.041518994,0.008971361,0.123076923,1.69,1.35651154,1,4.068870523,1.054713078,0.074964691,1.009737687,1.187056245,3003000,0.685819992,600600,1338567.221,200,2995100,0.954761553,98.22584075,0.434518892,1.768405673,2476072.129,0.999066501,4378700,43787,1785,1795,448.4648381,184.2821819,12.435,47.63
Fagus sylvatica,SDM70.bin,1,17,5522200,61.48416189,1.89E-06,61720,0.006871903,6.565957447,0.581272616,324835.2941,1262151.27,2100,5220700,1.427,0.055404154,0.024264826,0.009922041,0.095238095,1.513,1.112530472,1,5.667396061,1.052965125,0.056906237,1.001036525,1.224303609,4914000,0.547124645,289058.8235,1138324.757,600,4704900,0.945635515,97.62125593,0.66179351,2.956773534,3037601.594,0.998200603,8981500,89815,1785,1795,448.4648381,184.2821819,12.435,47.63
Fibigia lunarioides,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6543800,65438,14,65,210.5062155,13.6667564,25.6,36.81
Fibigia lunarioides,Occurrence,1,2,36200,72.4,4.00E-05,1280,0.0256,1.641025641,0.702,18100,24041.63056,1100,35100,1.124,0.088681689,0.080288944,0.031908832,0.145454545,1.35,0.233930063,1.142857143,1.473684211,1.065144332,0.016461625,1.053504205,1.076784459,24300,0.486,12150,17182.69478,0,24300,0.837563452,96.35036496,0.506712,2.027213311,24664.4,0.984533111,50000,500,14,65,210.5062155,13.6667564,25.6,36.81
Fibigia lunarioides,SDM.bin,1,3,38100,78.88198758,6.21E-05,1740,0.036024845,2.175,0.575569358,12700,13550.27675,1600,27800,1.119,0.075926156,0.045990297,0.03381295,0.125,1.423,0.165515881,1.25,1.578947368,1.077439006,0.023879826,1.060490876,1.104749651,22400,0.463768116,7466.666667,9961.090971,100,18800,0.795053004,93.49030471,0.635177827,2.741061462,17620.91097,0.965069857,48300,483,14,65,210.5062155,13.6667564,25.6,36.81
Fibigia lunarioides,ESM.bin,1,3,35700,72.56097561,6.10E-05,1520,0.030894309,2,0.56504065,11900,13774.25134,3600,27800,1.202,0.060452723,0.023415796,0.03381295,0.077777778,1.24,0.15930308,1.071428571,1.382352941,1.045610527,0.018795619,1.032105431,1.067076491,21700,0.441056911,7233.333333,10020.14637,1200,18800,0.807594937,94.37869822,0.667736632,3.009660695,16347.35772,0.964823312,49200,492,14,65,210.5062155,13.6667564,25.6,36.81
Fibigia lunarioides,SDM70.bin,1,2,28100,93.04635762,6.62E-05,1380,0.045695364,2.029411765,0.639072848,14050,7424.621202,8800,19300,0.668,0.054298163,0.019634453,0.040414508,0.068181818,1.501,0.13158566,1.392857143,1.578947368,1.086040743,0.024492453,1.068721964,1.103359523,15500,0.513245033,7750,5868.986284,3600,11900,0.781299525,93.37121212,0.506677339,2.027070878,14898.34437,0.972123246,30200,302,14,65,210.5062155,13.6667564,25.6,36.81
Fumaria martinii,Occurrence,1,7,51200,10.82910321,1.48E-05,2980,0.006302876,3.239130435,0.034898477,7314.285714,5442.250935,1500,16500,1.371,0.071252319,0.026571228,0.044848485,0.12,1.269,0.261364407,1,1.727272727,1.04937883,0.040266071,1.004749972,1.125527738,25500,0.05393401,3642.857143,3427.271579,100,9900,0.745950554,89.46830266,0.997529747,404.8168055,1167.935702,0.90794458,472800,4728,173,508,420.54113,70.33988844,-4.4,48.51
Fumaria martinii,SDM70.bin,1,10,159600,21.88399835,1.37E-05,6760,0.009269162,4.225,0.153160565,15960,33871.62693,2200,111700,1.511,0.068622176,0.021140642,0.033986928,0.1,1.327,0.580893419,1,2.880597015,1.046338378,0.056805012,1,1.182446861,97600,0.133826957,9760,22868.66852,400,74300,0.808498584,91.70951157,0.97579748,41.31801084,17650.89812,0.966680659,729300,7293,173,508,420.54113,70.33988844,-4.4,48.51
Fumaria martinii,ESM70.bin,1,5,63200,52.40464345,4.15E-05,2540,0.02106136,2.490196078,0.388888889,12640,19484.30137,700,46900,1.143,0.096744706,0.077453741,0.028144989,0.228571429,1.337,0.264994759,1,1.55,1.064853318,0.051031747,1.008439618,1.126189656,40500,0.335820896,8100,14634.03567,0,34100,0.817397556,93.73454246,0.84066676,6.276154311,19215.58872,0.960048671,120600,1206,173,508,420.54113,70.33988844,-4.4,48.51
Fumaria martinii,ESM.bin,1,8,190800,34.97067449,1.47E-05,6500,0.01191349,3.693181818,0.201796188,23850,36787.30371,2400,110100,1.405,0.056334391,0.022645515,0.028519528,0.083333333,1.328,0.459311287,1,2.343283582,1.046026747,0.051570889,1.001036525,1.148350564,129900,0.23808651,16237.5,27065.89512,800,79700,0.843033084,93.64270386,0.952889848,21.22684708,25703.29912,0.969023165,545600,5456,173,508,420.54113,70.33988844,-4.4,48.51
Fumaria martinii,SDM.bin,1,8,96500,19.53045942,1.62E-05,4660,0.009431289,3.698412698,0.058692572,12062.5,10850.53488,1700,29000,1.419,0.067007376,0.028398443,0.033103448,0.117647059,1.352,0.417083937,1,2.142857143,1.05533889,0.055737819,1.001634348,1.158490999,55200,0.111718276,6900,7242.33585,200,19800,0.784558484,90.89448313,0.991856262,122.7937299,4023.821089,0.936301984,494100,4941,173,508,420.54113,70.33988844,-4.4,48.51
Fumaria petteri ssp. petteri,Occurrence,1,12,243300,26.21767241,1.29E-05,9620,0.010366379,4.858585859,0.114439655,20275,30021.32954,400,106200,1.332,0.073734642,0.058468556,0.028248588,0.25,1.467,0.432345696,1,2.272727273,1.071825086,0.050720807,1.001036525,1.144599652,154900,0.166918103,12908.33333,21910.62251,0,77100,0.82008603,91.98657437,0.982759793,58.00394558,15998.91164,0.959370004,928000,9280,799,1080,415.2891728,55.14018378,22.45,39.94
Fumaria petteri ssp. petteri,ESM.bin,1,7,1424700,71.95817971,3.54E-06,28180,0.014233042,5.89539749,0.301277842,203528.5714,247305.7198,1900,596500,1.439,0.042704989,0.031282432,0.014618609,0.105263158,2.124,1.083497071,1.066666667,3.778625954,1.106728213,0.072469669,1.017596498,1.205528467,1145500,0.578564574,163642.8571,205731.7498,300,508900,0.905761964,95.85913998,0.832416531,5.967175681,331798.51,0.991146265,1979900,19799,799,1080,415.2891728,55.14018378,22.45,39.94
Fumaria petteri ssp. petteri,SDM70.bin,1,19,1908500,37.62963839,3.75E-06,41100,0.008103632,7.418772563,0.344138176,100447.3684,398428.3699,1900,1745400,1.539,0.061420271,0.020321432,0.018757878,0.105263158,1.511,1.167416496,1,6.177358491,1.055007295,0.062260686,1.001036525,1.253791902,1509600,0.297645806,79452.63158,324895.3479,300,1420900,0.897824736,95.3078405,0.881464122,8.436264339,601190.2658,0.995113664,5071800,50718,799,1080,415.2891728,55.14018378,22.45,39.94
Fumaria petteri ssp. petteri,ESM70.bin,1,16,1459800,51.02055082,5.59E-06,31200,0.010904516,6.446280992,0.263770446,91237.5,232610.3949,1900,754700,1.48,0.06047618,0.023231349,0.014035662,0.105263158,1.454,1.075051611,1,5.120689655,1.041550848,0.066322174,1.001036525,1.241574613,1156900,0.404340836,72306.25,187873.1184,300,580100,0.898556379,95.44795192,0.884589699,8.664737826,330211.953,0.992098039,2861200,28612,799,1080,415.2891728,55.14018378,22.45,39.94
Fumaria petteri ssp. petteri,SDM.bin,1,31,771800,42.65738131,1.71E-05,23420,0.012944233,6.653409091,0.27225999,24896.77419,87172.24514,1500,492600,1.468,0.060415822,0.019333662,0.018026797,0.106666667,1.316,0.468542899,1,3.14893617,1.047012513,0.04830139,1.001634348,1.175707075,552700,0.305477256,17829.03226,71589.57184,300,402600,0.858975131,93.47968545,0.924490509,13.24336828,136619.3224,0.977551502,1809300,18093,799,1080,415.2891728,55.14018378,22.45,39.94
Fumaria purpurea,ESM.bin,1,14,922500,44.52005212,6.76E-06,16560,0.007991892,4.29015544,0.336808069,65892.85714,183319.4457,100,697900,1.26,0.075515478,0.095606165,0.011806849,0.4,1.371,0.438277585,1,2.452380952,1.051515563,0.04808747,1,1.134149381,764200,0.368804594,54585.71429,162543.7307,0,616100,0.914098973,96.52188202,0.884091533,8.627497413,240173.9347,0.986960425,2072100,20721,667,806,120.2602235,16.53579546,-4.15,53.91
Fumaria purpurea,SDM70.bin,1,5,412700,21.98487108,2.66E-06,9760,0.005199233,3.782945736,0.202109525,82540,166150.4379,2400,379400,1.457,0.059035421,0.037504131,0.021823933,0.116666667,1.593,1.00348249,1,3.338709677,1.063322856,0.078260114,1.006598092,1.188712134,318700,0.169774132,63740,131338.0676,200,298400,0.888355067,95.58153846,0.95899743,24.38871511,76970.0245,0.988617436,1877200,18772,667,806,120.2602235,16.53579546,-4.15,53.91
Fumaria purpurea,Occurrence,1,13,207700,37.42342342,2.34E-05,8920,0.016072072,4.847826087,0.106306306,15976.92308,18007.64439,1000,59000,1.408,0.06230139,0.033277776,0.03220339,0.16,1.368,0.42735283,1,2.275,1.05681004,0.049855199,1.006598092,1.155139829,125900,0.226846847,9684.615385,12208.66128,0,40800,0.806086957,91.28508124,0.976593751,42.72363243,12990.46847,0.95131635,555000,5550,667,806,120.2602235,16.53579546,-4.15,53.91
Fumaria purpurea,ESM70.bin,1,8,758200,30.79860265,3.25E-06,14420,0.005857503,4.12,0.224510521,94775,189729.8512,2300,552700,1.37,0.053446578,0.029506775,0.013461191,0.095652174,1.627,0.628731441,1,2.496644295,1.076614631,0.065655056,1,1.145315991,618800,0.251360793,77350,165012.3805,600,477900,0.909222537,96.35732871,0.946565053,18.71434428,131546.1532,0.986290591,2461800,24618,667,806,120.2602235,16.53579546,-4.15,53.91
Fumaria purpurea,SDM.bin,1,4,613700,84.35738832,5.50E-06,10640,0.01462543,3.388535032,0.764398625,153425,269279.5248,400,556100,1.234,0.094511221,0.105904248,0.013702571,0.25,1.999,0.710636914,1.25,2.622222222,1.122711051,0.048832726,1.074487147,1.182222887,510700,0.701993127,127675,235008.2605,0,479700,0.916913947,96.90517455,0.411076752,1.698014135,428441.6632,0.994656141,727500,7275,667,806,120.2602235,16.53579546,-4.15,53.91
Fumaria ragusina ssp. wirtgenii,ESM70.bin,1,24,4066800,57.34267706,3.38E-06,61080,0.0086124,7.559405941,0.522609664,169450,753553.4221,200,3706400,1.41,0.064788693,0.054109853,0.012394777,0.3,1.562,1.000087385,1,5.950777202,1.066999967,0.057074283,1.003452094,1.23615786,3467800,0.488966597,144491.6667,660480.2666,0,3244800,0.927621756,96.72564622,0.726638537,3.658160107,1938706.834,0.997012677,7092100,70921,1557,1875,344.7513672,117.9546513,0.385,47.62
Fumaria ragusina ssp. wirtgenii,ESM.bin,1,20,3567600,62.00855147,3.48E-06,43540,0.007567699,5.759259259,0.59665589,178380,766026.5494,1900,3432800,1.422,0.061686104,0.021655552,0.010574458,0.105263158,1.355,0.850648141,1,4.892183288,1.042048607,0.047853378,1.001634348,1.211156516,3141200,0.545972816,157060,685619.6685,300,3069900,0.940785268,97.46526897,0.643959169,2.808666624,2048445.319,0.997748703,5753400,57534,1557,1875,344.7513672,117.9546513,0.385,47.62
Fumaria ragusina ssp. wirtgenii,Occurrence,1,41,601700,20.29958503,1.38E-05,28040,0.00945987,8.987179487,0.035356432,14675.60976,23576.91435,1600,104800,1.553,0.064900086,0.017513186,0.030976431,0.1125,1.37,0.556297399,1,3.50877193,1.051401504,0.058290029,1.001036525,1.224808451,348400,0.117539894,8497.560976,15515.96739,300,70500,0.791306937,89.51001852,0.9964642,282.821387,10480.46625,0.951131366,2964100,29641,1557,1875,344.7513672,117.9546513,0.385,47.62
Fumaria ragusina ssp. wirtgenii,SDM.bin,1,20,2662200,53.88414363,4.05E-06,37540,0.007598267,5.740061162,0.443852973,133110,485621.0239,1900,2192900,1.385,0.054173862,0.024397993,0.009202426,0.105263158,1.576,0.610949122,1,3.397306397,1.074037634,0.055603709,1.003452094,1.167907326,2298100,0.465145934,114905,442072.85,300,1991100,0.931895285,97.07088459,0.801917793,5.048409027,978644.95,0.993239418,4940600,49406,1557,1875,344.7513672,117.9546513,0.385,47.62
Fumaria ragusina ssp. wirtgenii,SDM70.bin,1,17,2663800,48.71973078,3.11E-06,41260,0.007546273,6.308868502,0.411734582,156694.1176,540419.6176,1900,2251200,1.467,0.04837921,0.021554396,0.01155828,0.105263158,1.654,0.840147276,1,4.322259136,1.075487054,0.063459084,1.001036525,1.200566353,2260200,0.413380642,132952.9412,478768.2152,300,1989200,0.92544137,96.7213734,0.829726869,5.872917219,930985.3684,0.99445195,5467600,54676,1557,1875,344.7513672,117.9546513,0.385,47.62
Geum hispidum,Occurrence,1,8,155900,11.99046301,6.15E-06,5820,0.004476234,3.683544304,0.032379634,19487.5,15476.01254,2100,42100,1.323,0.049303171,0.021512974,0.02280285,0.095238095,1.347,0.306842745,1,1.871794872,1.056741785,0.037870941,1.022792208,1.120934407,101600,0.078141824,12700,11749.1641,500,32900,0.829275447,93.02402106,0.997211124,358.5674525,3626.095985,0.944185201,1300200,13002,862,735,582.523179,105.8109384,-0.29,42.22
Geum hispidum,ESM70.bin,1,26,300300,10.29694143,8.92E-06,13880,0.004759292,6.309090909,0.041386641,11550,23058.31303,2300,120700,1.493,0.06591454,0.017004057,0.028571429,0.088888889,1.274,0.39458156,1,2.7,1.043771405,0.047536266,1,1.171036288,176200,0.060416952,6776.923077,16362.72123,700,84400,0.792835821,90.09497965,0.998029413,507.4629718,5747.020299,0.944568682,2916400,29164,862,735,582.523179,105.8109384,-0.29,42.22
Geum hispidum,SDM70.bin,1,4,79400,4.2471249,2.14E-06,3200,0.001711688,2.807017544,0.016688954,19850,10585.68215,5600,31200,1.471,0.044485892,0.013574092,0.03507109,0.064285714,1.419,0.297364971,1.2,1.833333333,1.067324097,0.036134331,1.042766529,1.120795419,49500,0.026477668,12375,7002.083023,2400,18800,0.816933638,93.272371,0.999452863,1827.696155,1022.872426,0.940482871,1869500,18695,862,735,582.523179,105.8109384,-0.29,42.22
Geum hispidum,SDM.bin,1,8,233800,6.939744731,2.37E-06,7600,0.002255862,3.917525773,0.047877709,29225,55720.72582,2400,161300,1.443,0.062131455,0.024979896,0.022718053,0.088888889,1.344,0.703183757,1,3.037037037,1.040950353,0.060639554,1.001036525,1.186682817,162700,0.048293262,20337.5,39999.89062,800,114000,0.849683544,93.81961127,0.997483172,397.3255643,8479.192639,0.972615084,3369000,33690,862,735,582.523179,105.8109384,-0.29,42.22
Geum hispidum,ESM.bin,1,17,768100,17.40302701,3.85E-06,19800,0.004486134,5.625,0.093982237,45182.35294,107517.7673,400,414800,1.366,0.067943155,0.050817837,0.020540019,0.25,1.423,0.626860974,1,3.302325581,1.057370776,0.052386384,1.001036525,1.18493241,579300,0.131253399,34076.47059,85937.52476,0,331100,0.878913894,94.63979982,0.988723449,88.67959744,49770.18534,0.981190319,4413600,44136,862,735,582.523179,105.8109384,-0.29,42.22
Geum molle,Occurrence,1,4,168300,42.6183844,1.01E-05,5740,0.014535325,3.457831325,0.355279818,42075,66032.33425,2400,140300,1.404,0.07036441,0.040631279,0.028367783,0.120930233,1.86,0.677103564,1,2.653333333,1.112396879,0.074984974,1.00524487,1.164868658,115500,0.292479109,28875,49015.19322,800,102000,0.842868875,93.78617118,0.870711473,7.734638328,51056.0395,0.981584194,394900,3949,661,801,444.6067036,109.4295976,20.08,42.23
Geum molle,ESM.bin,1,14,729500,35.07211538,6.73E-06,18600,0.008942308,5.438596491,0.162163462,52107.14286,98729.09683,2400,337300,1.419,0.056156257,0.024626846,0.015475838,0.094117647,1.516,0.642454679,1,3.08988764,1.06607711,0.057960727,1.004749972,1.185700647,551800,0.265288462,39414.28571,81553.77515,700,286400,0.880154639,94.73611207,0.961924739,26.26377256,79196.54327,0.980138263,2080000,20800,661,801,444.6067036,109.4295976,20.08,42.23
Geum molle,SDM70.bin,1,22,1826000,30.45617546,3.67E-06,44000,0.007338837,8.118081181,0.253106497,83000,321167.7429,2500,1517500,1.557,0.057396983,0.018415516,0.020652389,0.08,1.512,1.15483722,1,6.344129555,1.052534252,0.066702454,1,1.259976677,1399200,0.233375031,63600,255704.3699,900,1206000,0.886363636,94.67847389,0.935523291,15.50947637,386570.1109,0.993246412,5995500,59955,661,801,444.6067036,109.4295976,20.08,42.23
Geum molle,ESM70.bin,1,13,363100,18.35321472,6.57E-06,13160,0.00665184,5.438016529,0.062424181,27930.76923,38049.18713,2800,123500,1.461,0.057769198,0.020695631,0.025748988,0.083333333,1.54,0.516011385,1,2.333333333,1.074773413,0.057796491,1.009737687,1.153249436,239000,0.120804691,18384.61538,28142.57884,1000,92600,0.833838384,92.48004481,0.992970342,142.2544276,13907.47574,0.96332601,1978400,19784,661,801,444.6067036,109.4295976,20.08,42.23
