Species,Model,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,range.size,n.cells,nwidth_mcp,nwidth_kd,sd.elev,sp.dist.equal.mean,median.long,median.lat
Geum molle,SDM.bin,1,24,819400,30.84509693,9.03E-06,21620,0.008138528,5.93956044,0.150988142,34141.66667,96196.61441,2000,401100,1.434,0.064350589,0.021193657,0.014510097,0.095238095,1.297,0.621163445,1,3.830188679,1.03812491,0.051614373,1,1.214497076,615400,0.231658197,25641.66667,78813.66532,600,343300,0.876237907,94.45267185,0.965875998,29.30488605,90650.4122,0.981120269,2656500,26565,661,801,444.6067036,109.4295976,20.08,42.23
Geum montanum,SDM70.bin,1,25,905300,18.56797112,5.13E-06,24140,0.004951185,6.319371728,0.070063172,36212,77608.96276,2400,341600,1.391,0.05336988,0.020437607,0.013500224,0.088,1.378,0.481102322,1,2.871794872,1.053415673,0.049435031,1.003452094,1.174920484,678600,0.13918287,27144,64521.96706,800,275700,0.875006472,94.32877477,0.992539868,134.045881,36372.62081,0.972367045,4875600,48756,1015,1227,617.3076054,200.5814962,12.67,45.79
Geum montanum,Occurrence,1,17,538100,28.20821975,8.91E-06,15980,0.008377018,5.43537415,0.131159572,31652.94118,62112.67099,2400,250200,1.428,0.055325001,0.019929545,0.014948042,0.083333333,1.419,0.541146921,1,3.06779661,1.058950855,0.052227617,1.001036525,1.19848102,388000,0.203396939,22823.52941,52075.9725,800,213200,0.861776663,93.85774847,0.978356269,46.20275497,41287.58125,0.969782365,1907600,19076,1015,1227,617.3076054,200.5814962,12.67,45.79
Geum montanum,ESM.bin,1,11,1119100,43.38942308,4.26E-06,24540,0.009514578,5.787735849,0.321378722,101736.3636,243576.5107,3000,828900,1.545,0.043405487,0.017941351,0.017903245,0.073333333,1.669,0.955709219,1,4.054644809,1.07157962,0.071430634,1.001036525,1.206174747,880100,0.341229839,80009.09091,200937.0272,1200,680700,0.896056589,95.42174109,0.893698234,9.407181433,274173.515,0.990496785,2579200,25792,1015,1227,617.3076054,200.5814962,12.67,45.79
Geum montanum,ESM70.bin,1,26,733700,19.15715815,6.79E-06,24240,0.006329147,7.046511628,0.086999661,28219.23077,65188.41013,1400,333200,1.459,0.057055932,0.021081741,0.020048019,0.114285714,1.452,0.494232199,1,2.879310345,1.065095284,0.050878014,1.003452094,1.167078986,507100,0.132405546,19503.84615,52441.29274,200,268100,0.847412816,92.82857537,0.991345684,115.5492791,33145.16567,0.969023311,3829900,38299,1015,1227,617.3076054,200.5814962,12.67,45.79
Geum montanum,SDM.bin,1,11,973300,21.56133005,2.44E-06,22000,0.004873618,5.555555556,0.193881394,88481.81818,261177.5673,500,875200,1.42,0.073759403,0.060078925,0.020452468,0.24,1.504,1.109483895,1,4.760638298,1.052979968,0.067894338,1.00524487,1.228787314,758400,0.168006912,68945.45455,208498.8267,0,697000,0.893027327,95.31866307,0.96229804,26.52381978,170190.4189,0.991898388,4514100,45141,1015,1227,617.3076054,200.5814962,12.67,45.79
Geum pyrenaicum,Occurrence,1,2,51400,64.08977556,2.49E-05,1820,0.022693267,1.97826087,0.564837905,25700,27718.58582,6100,45300,1.397,0.045622987,0.018941137,0.032229581,0.059016393,1.434,0.404941965,1.125,1.697674419,1.066576457,0.048142085,1.032534862,1.100618051,34000,0.42394015,17000,19940.41123,2900,31100,0.837354781,95.41751527,0.67517304,3.078562198,26051.12219,0.98092834,80200,802,161,258,611.9497554,91.91181314,0,42.675
Geum pyrenaicum,ESM.bin,1,4,77300,17.77828887,9.20E-06,3400,0.007819687,3.035714286,0.111085557,19325,20490.05857,600,48300,1.159,0.096558385,0.092715861,0.030227743,0.233333333,1.697,0.425656023,1.318181818,2.259259259,1.111490938,0.045476858,1.066531543,1.173778465,46900,0.107865685,11725,15224.1858,0,34100,0.801864802,92.34899329,0.985435944,68.6621897,6332.451702,0.95210964,434800,4348,161,258,611.9497554,91.91181314,0,42.675
Geum pyrenaicum,ESM70.bin,1,1,6400,71.91011236,0.00011236,500,0.056179775,1.5625,0.719101124,6400,NA,6400,6400,NA,0.078125,NA,0.078125,0.078125,1.562,NA,1.5625,1.5625,1.101844909,NA,1.101844909,1.101844909,2200,0.247191011,2200,NA,2200,2200,0.673202614,92.79279279,0.482893574,1.933837891,4602.247191,0.978746971,8900,89,161,258,611.9497554,91.91181314,0,42.675
Geum pyrenaicum,SDM70.bin,1,7,59100,19.95947315,2.36E-05,2680,0.009050996,2.734693878,0.108409321,8442.857143,10768.45039,2400,32100,1.256,0.063973338,0.021042553,0.033021807,0.088,1.108,0.172890568,1,1.472222222,1.020034488,0.026416512,1.001092393,1.075443545,35200,0.118878757,5028.571429,7690.625091,800,21900,0.796352584,92.49779347,0.986373229,73.38495727,4034.886863,0.928453224,296100,2961,161,258,611.9497554,91.91181314,0,42.675
Geum pyrenaicum,SDM.bin,1,2,57100,67.17647059,2.35E-05,1920,0.022588235,2,0.568235294,28550,27930.71786,8800,48300,1.357,0.041250235,0.015588158,0.030227743,0.052272727,1.443,0.317183066,1.210526316,1.659090909,1.069462477,0.034806238,1.044850751,1.094074204,38700,0.455294118,19350,20859.65005,4600,34100,0.844911147,95.61243144,0.666390311,2.997514863,28356.82353,0.980900221,85000,850,161,258,611.9497554,91.91181314,0,42.675
Geum reptans,ESM.bin,1,15,607700,19.78834256,4.88E-06,16720,0.005444481,5.358974359,0.093161837,40513.33333,71935.42607,2900,286100,1.433,0.046615356,0.017694124,0.016987067,0.075862069,1.47,0.441290617,1,2.271028037,1.065508279,0.053027144,1.001036525,1.130602468,449000,0.146206447,29933.33333,60276.76248,1100,238400,0.871285604,94.33238873,0.989707835,97.16128734,31607.23868,0.970709029,3071000,30710,791,1081,672.6586031,221.1766079,12,46.27
Geum reptans,ESM70.bin,1,19,389300,10.0169823,4.89E-06,12740,0.003278098,5.096,0.050972622,20489.47368,45209.3881,1600,198100,1.386,0.064639206,0.028318942,0.018273599,0.15,1.302,0.410685479,1,2.30952381,1.046321095,0.052265579,1,1.159026825,272000,0.069987649,14315.78947,37014.34051,0,162300,0.848747477,93.31679937,0.997036134,337.3971182,11518.77058,0.960489944,3886400,38864,791,1081,672.6586031,221.1766079,12,46.27
Geum reptans,SDM.bin,1,13,308700,17.24581006,7.26E-06,8860,0.004949721,3.955357143,0.113072626,23746.15385,54352.36296,2100,202400,1.333,0.062110967,0.021435955,0.016007905,0.095238095,1.303,0.337550852,1,2,1.048468328,0.044332927,1.001036525,1.140893661,226900,0.126759777,17453.84615,46332.93673,600,170500,0.866102463,94.53975586,0.986648173,74.89611527,23899.77095,0.964728254,1790000,17900,791,1081,672.6586031,221.1766079,12,46.27
Geum reptans,Occurrence,1,10,199300,14.99398134,7.52E-06,7120,0.005356605,3.955555556,0.103295215,19930,41576.2499,2100,137300,1.425,0.066804695,0.022011841,0.023452294,0.095238095,1.378,0.442387724,1,2.146666667,1.057616482,0.0530175,1.001036525,1.156657647,133800,0.100662052,13380,32552.92443,600,105700,0.836020267,93.1724846,0.988946337,90.46774515,14692.52934,0.963000305,1329200,13292,791,1081,672.6586031,221.1766079,12,46.27
Geum reptans,SDM70.bin,1,10,278200,14.72191353,5.29E-06,8140,0.004307562,3.839622642,0.077102186,27820,48155.71502,2400,145700,1.364,0.056896874,0.021192573,0.020864791,0.083333333,1.313,0.386543896,1,1.974025974,1.046315714,0.045322789,1.001800161,1.117003168,202300,0.10705403,20230,38520.44335,800,116200,0.863674426,94.4851594,0.991988084,124.8140909,15140.11748,0.967408468,1889700,18897,791,1081,672.6586031,221.1766079,12,46.27
Guiraoa arvensis,SDM70.bin,1,4,121200,33.20547945,1.10E-05,4600,0.01260274,3.285714286,0.189589041,30300,33355.55926,2500,69200,1.465,0.060172734,0.027752346,0.034393064,0.088,1.609,0.638957087,1,2.245283019,1.07665053,0.075230658,1,1.146469483,77800,0.213150685,19450,22484.73556,800,46200,0.826676714,93.20305862,0.947381197,19.00461332,19205.86301,0.971738907,365000,3650,131,243,330.5395768,41.63031423,-0.99,38.16
Guiraoa arvensis,Occurrence,1,1,35500,82.36658933,2.32E-05,1040,0.02412993,1.368421053,0.823665893,35500,NA,35500,35500,NA,0.029295775,NA,0.029295775,0.029295775,1.38,NA,1.368421053,1.368421053,1.061473474,NA,1.061473474,1.061473474,25500,0.591647332,25500,NA,25500,25500,0.86351706,97.91666667,0.321574496,1.47400119,29240.13921,0.994845534,43100,431,131,243,330.5395768,41.63031423,-0.99,38.16
Guiraoa arvensis,ESM.bin,1,2,49900,62.84634761,2.52E-05,1720,0.021662469,1.911111111,0.588161209,24950,30759.14498,3200,46700,1.357,0.053345824,0.030623629,0.031691649,0.075,1.386,0.48211826,1,1.681818182,1.057313351,0.060414946,1.014593533,1.10003317,33900,0.426952141,16950,22273.86361,1200,32700,0.841328413,95.69779643,0.652442119,2.877218604,27596.09572,0.98330771,79400,794,131,243,330.5395768,41.63031423,-0.99,38.16
Guiraoa arvensis,ESM70.bin,1,1,2800,100,0.000357143,220,0.078571429,1,1,2800,NA,2800,2800,NA,0.078571429,NA,0.078571429,0.078571429,1.039,NA,1,1,1.009737687,NA,1.009737687,1.009737687,1000,0.357142857,1000,NA,1000,1000,0.671641791,100,0,1,2800,1,2800,28,131,243,330.5395768,41.63031423,-0.99,38.16
Guiraoa arvensis,SDM.bin,1,1,35500,82.36658933,2.32E-05,1040,0.02412993,1.368421053,0.823665893,35500,NA,35500,35500,NA,0.029295775,NA,0.029295775,0.029295775,1.38,NA,1.368421053,1.368421053,1.061473474,NA,1.061473474,1.061473474,25500,0.591647332,25500,NA,25500,25500,0.86351706,97.91666667,0.321574496,1.47400119,29240.13921,0.994845534,43100,431,131,243,330.5395768,41.63031423,-0.99,38.16
Gypsophila fastigiata,Occurrence,1,15,998700,39.24936137,5.90E-06,23940,0.009408528,5.985,0.326036549,66580,212017.473,100,829600,1.317,0.101466055,0.123699793,0.020998071,0.4,1.414,0.961650232,1,4.759562842,1.043965277,0.060233929,1,1.229622861,765000,0.300648457,51000,167592.2177,0,654400,0.886920788,94.95802569,0.89252988,9.304911906,273457.7206,0.992055367,2544500,25445,753,851,98.06590029,259.1838703,22.8,53.02
Gypsophila fastigiata,ESM.bin,1,9,2630800,56.6323675,1.94E-06,28160,0.006061911,4.332307692,0.511839669,292311.1111,783445.6354,2000,2377700,1.342,0.047508223,0.028745096,0.009160113,0.09,1.514,0.802098759,1,3.524271845,1.056397845,0.055499121,1.001634348,1.171865075,2352200,0.506350368,261355.5556,712527.1576,600,2158500,0.947875019,97.9288979,0.73682221,3.799712739,1222566.104,0.996614445,4645400,46454,753,851,98.06590029,259.1838703,22.8,53.02
Gypsophila fastigiata,SDM70.bin,1,17,2216300,46.76823735,3.59E-06,34260,0.007229526,5.748322148,0.208318386,130370.5882,320707.9917,1200,987200,1.343,0.058405313,0.035986248,0.01267461,0.15,1.509,0.676919211,1,3.180904523,1.063022761,0.053141628,1.003452094,1.167880258,1880800,0.396885353,110635.2941,280802.1032,0,860200,0.92558483,96.7861361,0.913853887,11.60818475,408237.8168,0.991541946,4738900,47389,753,851,98.06590029,259.1838703,22.8,53.02
Gypsophila fastigiata,ESM70.bin,1,9,1930900,47.82533314,2.23E-06,28340,0.007019369,5.097122302,0.464779313,214544.4444,623286.9626,600,1876500,1.412,0.07464813,0.051231555,0.013514522,0.2,1.581,1.174998164,1,4.627737226,1.058220059,0.066970309,1.003452094,1.212140284,1650300,0.408753158,183366.6667,539402.475,0,1621700,0.92921194,97.02921231,0.783924688,4.628015985,872382.4664,0.996873916,4037400,40374,753,851,98.06590029,259.1838703,22.8,53.02
Gypsophila fastigiata,SDM.bin,1,9,2123400,70.1788016,2.97E-06,21540,0.007119014,3.688356164,0.612155865,235933.3333,608895.2168,3200,1852200,1.288,0.045207303,0.024877772,0.007914912,0.076470588,1.46,0.540480435,1,2.684981685,1.059029289,0.042138544,1.014593533,1.137285087,1910900,0.631556334,212322.2222,561931.0162,1200,1705100,0.95053393,98.1387519,0.6212932,2.640565208,1145853.165,0.995843752,3025700,30257,753,851,98.06590029,259.1838703,22.8,53.02
Gypsophila nana,ESM.bin,1,3,65100,62.53602305,2.88E-05,2080,0.019980788,2,0.427473583,21700,21783.47998,1100,44500,1.079,0.069781305,0.06572377,0.026966292,0.145454545,1.306,0.126609606,1.142857143,1.395348837,1.056903069,0.007780195,1.051400611,1.065804391,45700,0.439000961,15233.33333,16584.43045,0,32900,0.852062589,95.84,0.78206594,4.588543894,22686.93564,0.972191466,104100,1041,33,126,419.9767747,12.30254574,22.975,37.485
Gypsophila nana,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4037400,40374,33,126,419.9767747,12.30254574,22.975,37.485
Gypsophila nana,SDM.bin,1,2,41000,59.5065312,2.90E-05,1740,0.025253991,2.12195122,0.373004354,20500,7353.910524,15300,25700,2.874,0.041257852,0.006585349,0.036601307,0.045914397,1.486,0.47226162,1.12,1.787878788,1.072910996,0.066760324,1.025704318,1.120117674,24800,0.359941945,12400,3252.691193,10100,14700,0.808158765,94.09499358,0.811556683,5.306635516,12983.74456,0.969611315,68900,689,33,126,419.9767747,12.30254574,22.975,37.485
Gypsophila nana,SDM70.bin,1,5,99400,56.18993782,2.83E-05,3180,0.017976258,2.484375,0.398530243,19880,29515.36888,700,70500,1.141,0.083806259,0.069719362,0.025248227,0.2,1.303,0.238980517,1,1.648148148,1.055957587,0.03501155,1.00524487,1.092515142,70100,0.396269079,14020,22670.3992,0,53100,0.851886353,95.06237006,0.825501117,5.730695698,30868.85246,0.971441645,176900,1769,33,126,419.9767747,12.30254574,22.975,37.485
Gypsophila nana,Occurrence,1,2,38100,51.34770889,2.70E-05,1680,0.022641509,2.1,0.347708895,19050,9545.941546,12300,25800,2.318,0.04319342,0.003596365,0.040650407,0.045736434,1.482,0.495626887,1.086956522,1.787878788,1.072548553,0.066667292,1.025407659,1.119689448,22500,0.303234501,11250,5020.458146,7700,14800,0.80141844,93.90581717,0.85161943,6.739426879,11009.83827,0.966922255,74200,742,33,126,419.9767747,12.30254574,22.975,37.485
Gypsophila petraea,ESM.bin,1,1,47300,54.87238979,1.16E-05,1960,0.022737819,2.227272727,0.548723898,47300,NA,47300,47300,NA,0.041437632,NA,0.041437632,0.041437632,2.253,NA,2.227272727,2.227272727,1.150920209,NA,1.150920209,1.150920209,28900,0.335266821,28900,NA,28900,28900,0.812260536,94.01330377,0.698902084,3.321178748,25954.64037,0.987659776,86200,862,98,233,352.0973634,322.21292,25.355,45.59
Gypsophila petraea,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4037400,40374,98,233,352.0973634,322.21292,25.355,45.59
Gypsophila petraea,Occurrence,1,3,28500,48.38709677,5.09E-05,1380,0.023429542,2.029411765,0.244482173,9500,7146.327728,1300,14400,1.168,0.071233974,0.045571961,0.0375,0.123076923,1.246,0.248042907,1,1.47826087,1.046558375,0.034325282,1.024602243,1.086113901,16000,0.271646859,5333.333333,4691.836883,200,9400,0.784037559,93.47014925,0.892514434,9.303574781,6330.89983,0.945396389,58900,589,98,233,352.0973634,322.21292,25.355,45.59
Gypsophila petraea,SDM70.bin,1,1,8400,75,8.93E-05,560,0.05,1.473684211,0.75,8400,NA,8400,8400,NA,0.066666667,NA,0.066666667,0.066666667,1.528,NA,1.473684211,1.473684211,1.093769265,NA,1.093769265,1.093769265,3600,0.321428571,3600,NA,3600,3600,0.714285714,93.95973154,0.4375,1.777777778,6300,0.983856782,11200,112,98,233,352.0973634,322.21292,25.355,45.59
Gypsophila petraea,SDM.bin,1,3,28500,48.38709677,5.09E-05,1380,0.023429542,2.029411765,0.244482173,9500,7146.327728,1300,14400,1.168,0.071233974,0.045571961,0.0375,0.123076923,1.246,0.248042907,1,1.47826087,1.046558375,0.034325282,1.024602243,1.086113901,16000,0.271646859,5333.333333,4691.836883,200,9400,0.784037559,93.47014925,0.892514434,9.303574781,6330.89983,0.945396389,58900,589,98,233,352.0973634,322.21292,25.355,45.59
Gypsophila repens,ESM.bin,1,18,1086800,31.92902051,5.29E-06,26800,0.007873553,6.411483254,0.258123274,60377.77778,204524.8426,100,878600,1.391,0.072608226,0.083609288,0.019872524,0.4,1.471,0.854052654,1,4.643617021,1.056904394,0.059467759,1,1.224802193,830200,0.243903872,46122.22222,164934.5594,0,706200,0.883862021,94.74613276,0.932958284,14.91608604,228196.592,0.990128195,3403800,34038,1095,1182,677.1332475,194.471343,9.32,46.035
Gypsophila repens,Occurrence,1,10,384900,24.29004165,6.31E-06,9080,0.005730153,3.632,0.184967815,38490,90346.48674,1900,293100,1.331,0.06308074,0.027451484,0.016717844,0.105263158,1.31,0.428236943,1,2.247706422,1.044472668,0.046499223,1.001036525,1.129733731,299200,0.188817367,29920,75929.14533,400,244600,0.88861629,95.65561865,0.964843211,28.4440087,55709.44718,0.979458554,1584600,15846,1095,1182,677.1332475,194.471343,9.32,46.035
Gypsophila repens,SDM70.bin,1,39,2012400,22.44303925,4.35E-06,51120,0.005701094,9,0.09359073,51600,145555.8258,2000,839200,1.468,0.052678936,0.020576417,0.016412724,0.09,1.442,0.685066255,1,4.336956522,1.054548346,0.057317904,1.001036525,1.21575107,1521100,0.169638775,39002.5641,118884.0025,600,682100,0.880571909,94.3148834,0.988695181,88.45785014,101366.9221,0.982678912,8966700,89667,1095,1182,677.1332475,194.471343,9.32,46.035
Gypsophila repens,ESM70.bin,1,20,885500,21.50733508,4.86E-06,25880,0.006285825,6.846560847,0.068128825,44275,63977.3963,1600,280500,1.362,0.051439821,0.027593736,0.01426025,0.1375,1.637,0.457680509,1,2.655172414,1.087854245,0.04695046,1.00524487,1.173465373,639800,0.155396872,31990,54157.86768,0,240900,0.863818144,93.69328235,0.99309939,144.9147344,28411.18964,0.967964638,4117200,41172,1095,1182,677.1332475,194.471343,9.32,46.035
Gypsophila repens,SDM.bin,1,18,918300,22.65058458,4.44E-06,23240,0.005732327,6.052083333,0.133392531,51016.66667,125136.4632,1100,540800,1.371,0.060872762,0.040806756,0.017529586,0.2,1.523,0.570586082,1,3.202702703,1.071294051,0.056255631,1,1.17729871,697800,0.172117804,38766.66667,104094.0016,0,448400,0.880991397,94.66270496,0.980953781,52.50386009,77217.17971,0.980881949,4054200,40542,1095,1182,677.1332475,194.471343,9.32,46.035
Gypsophila spergulifolia,ESM.bin,1,2,26300,44.50084602,3.38E-05,1580,0.026734349,2.393939394,0.241962775,13150,1626.345597,12000,14300,0.867,0.060337995,0.004236048,0.057342657,0.063333333,1.724,0.013392174,1.708333333,1.727272727,1.114963936,0.003247528,1.112667587,1.117260285,12700,0.214890017,6350,1343.502884,5400,7300,0.738842975,90.6693712,0.900226465,10.02269793,5896.615905,0.952017973,59100,591,405,803,403.0334711,115.5052367,20.08,42.67
Gypsophila spergulifolia,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4117200,41172,405,803,403.0334711,115.5052367,20.08,42.67
Gypsophila spergulifolia,Occurrence,1,2,26300,44.50084602,3.38E-05,1580,0.026734349,2.393939394,0.241962775,13150,1626.345597,12000,14300,0.867,0.060337995,0.004236048,0.057342657,0.063333333,1.724,0.013392174,1.708333333,1.727272727,1.114963936,0.003247528,1.112667587,1.117260285,12700,0.214890017,6350,1343.502884,5400,7300,0.738842975,90.6693712,0.900226465,10.02269793,5896.615905,0.952017973,59100,591,405,803,403.0334711,115.5052367,20.08,42.67
Gypsophila spergulifolia,SDM.bin,1,2,26300,44.50084602,3.38E-05,1580,0.026734349,2.393939394,0.241962775,13150,1626.345597,12000,14300,0.867,0.060337995,0.004236048,0.057342657,0.063333333,1.724,0.013392174,1.708333333,1.727272727,1.114963936,0.003247528,1.112667587,1.117260285,12700,0.214890017,6350,1343.502884,5400,7300,0.738842975,90.6693712,0.900226465,10.02269793,5896.615905,0.952017973,59100,591,405,803,403.0334711,115.5052367,20.08,42.67
Gypsophila spergulifolia,SDM70.bin,1,5,43000,11.27720955,1.31E-05,2040,0.005350118,2.428571429,0.058221873,8600,8138.488803,400,22200,1.052,0.090716142,0.089624885,0.035135135,0.25,1.209,0.1728689,1,1.368421053,1.043935245,0.036465647,1.001800161,1.080247264,25300,0.066351954,5060,5707.276058,0,14900,0.787941788,92.66503667,0.995634216,229.0539276,1664.673485,0.920142785,381300,3813,405,803,403.0334711,115.5052367,20.08,42.67
Gypsophila struthium ssp. hispanica,ESM.bin,1,1,168900,74.6024735,4.42E-06,3480,0.015371025,2.096385542,0.746024735,168900,NA,168900,168900,NA,0.020603908,NA,0.020603908,0.020603908,2.117,NA,2.096385542,2.096385542,1.124608838,NA,1.124608838,1.124608838,133700,0.590547703,133700,NA,133700,133700,0.902027027,97.23823976,0.443447095,1.796774378,126003.5777,0.996612971,226400,2264,239,395,368.7597859,135.1951643,-0.98,41.32
Gypsophila struthium ssp. hispanica,ESM70.bin,1,3,51800,47.00544465,2.72E-05,2160,0.019600726,2.347826087,0.235934664,17266.66667,8251.868475,9600,26000,0.841,0.045824232,0.013476802,0.033846154,0.060416667,1.406,0.063978512,1.333333333,1.45,1.070773565,0.012952613,1.061126533,1.085495124,32000,0.290381125,10666.66667,6664.332925,4600,17800,0.811188811,93.73737374,0.915135326,11.78346594,9352.087114,0.953681398,110200,1102,239,395,368.7597859,135.1951643,-0.98,41.32
Gypsophila struthium ssp. hispanica,SDM.bin,1,2,158800,62.34786023,7.85E-06,3220,0.012642324,2.0125,0.602277189,79400,104651.8036,5400,153400,1.36,0.037295379,0.02582379,0.019035202,0.055555556,1.442,0.599698156,1,1.848101266,1.054519083,0.070384151,1.004749972,1.104288194,127600,0.500981547,63800,86267.0273,2800,124800,0.903506143,97.38372093,0.636812688,2.753400151,92503.8084,0.992033918,254700,2547,239,395,368.7597859,135.1951643,-0.98,41.32
